date,max_temp,min_temp,avg_temp,year,avg_temp_for_the_year,f_max_temp,f_min_temp,f_avg_temp,max_temp_change,min_temp_change,avg_temp_change,csv_creation_time
2021-04-08 00:00:00+00:00,7.308,0.859,4.067,2021-01-01,16.029335,45.154,33.546,39.321,0.949,0.901,1.254,2024-03-20 18:11:40
2021-04-09 00:00:00+00:00,12.259,1.259,6.681,2021-01-01,16.029335,54.066,34.266,44.026,4.951,0.4,2.614,2024-03-20 18:11:40
2021-04-10 00:00:00+00:00,9.609,3.658,6.594,2021-01-01,16.029335,49.296,38.584,43.869,-2.65,2.399,-0.087,2024-03-20 18:11:40
2021-04-11 00:00:00+00:00,18.909,5.109,11.248,2021-01-01,16.029335,66.036,41.196,52.246,9.3,1.451,4.654,2024-03-20 18:11:40
2021-04-12 00:00:00+00:00,7.958,1.209,4.683,2021-01-01,16.029335,46.324,34.176,40.429,-10.951,-3.9,-6.565,2024-03-20 18:11:40
2021-04-13 00:00:00+00:00,8.609,-0.641,4.308,2021-01-01,16.029335,47.496,30.846,39.754,0.651,-1.85,-0.375,2024-03-20 18:11:40
2021-04-14 00:00:00+00:00,7.859,-0.192,3.886,2021-01-01,16.029335,46.146,31.654,38.995,-0.75,0.449,-0.422,2024-03-20 18:11:40
2021-04-15 00:00:00+00:00,7.109,0.808,3.809,2021-01-01,16.029335,44.796,33.454,38.856,-0.75,1.0,-0.077,2024-03-20 18:11:40
2021-04-16 00:00:00+00:00,10.259,2.859,6.131,2021-01-01,16.029335,50.466,37.146,43.036,3.15,2.051,2.322,2024-03-20 18:11:40
2021-04-17 00:00:00+00:00,13.509,3.959,7.954,2021-01-01,16.029335,56.316,39.126,46.317,3.25,1.1,1.823,2024-03-20 18:11:40
2021-04-18 00:00:00+00:00,12.009,5.308,7.998,2021-01-01,16.029335,53.616,41.554,46.396,-1.5,1.349,0.044,2024-03-20 18:11:40
2021-04-19 00:00:00+00:00,16.608,4.558,9.917,2021-01-01,16.029335,61.894,40.204,49.851,4.599,-0.75,1.919,2024-03-20 18:11:40
2021-04-20 00:00:00+00:00,16.809,3.009,9.486,2021-01-01,16.029335,62.256,37.416,49.075,0.201,-1.549,-0.431,2024-03-20 18:11:40
2021-04-21 00:00:00+00:00,15.859,2.609,9.367,2021-01-01,16.029335,60.546,36.696,48.861,-0.95,-0.4,-0.119,2024-03-20 18:11:40
2021-04-22 00:00:00+00:00,10.359,3.259,6.85,2021-01-01,16.029335,50.646,37.866,44.33,-5.5,0.65,-2.517,2024-03-20 18:11:40
2021-04-23 00:00:00+00:00,12.259,3.908,7.325,2021-01-01,16.029335,54.066,39.034,45.185,1.9,0.649,0.475,2024-03-20 18:11:40
2021-04-24 00:00:00+00:00,10.159,3.209,7.104,2021-01-01,16.029335,50.286,37.776,44.787,-2.1,-0.699,-0.221,2024-03-20 18:11:40
2021-04-25 00:00:00+00:00,9.708,-0.292,5.075,2021-01-01,16.029335,49.474,31.474,41.135,-0.451,-3.501,-2.029,2024-03-20 18:11:40
2021-04-26 00:00:00+00:00,9.109,-2.092,4.025,2021-01-01,16.029335,48.396,28.234,39.245,-0.599,-1.8,-1.05,2024-03-20 18:11:40
2021-04-27 00:00:00+00:00,11.859,-1.741,6.144,2021-01-01,16.029335,53.346,28.866,43.059,2.75,0.351,2.119,2024-03-20 18:11:40
2021-04-28 00:00:00+00:00,16.608,2.658,9.884,2021-01-01,16.029335,61.894,36.784,49.791,4.749,4.399,3.74,2024-03-20 18:11:40
2021-04-29 00:00:00+00:00,16.159,7.908,10.923,2021-01-01,16.029335,61.086,46.234,51.661,-0.449,5.25,1.039,2024-03-20 18:11:40
2021-04-30 00:00:00+00:00,11.109,6.008,8.596,2021-01-01,16.029335,51.996,42.814,47.473,-5.05,-1.9,-2.327,2024-03-20 18:11:40
2021-05-01 00:00:00+00:00,12.609,6.008,8.967,2021-01-01,16.029335,54.696,42.814,48.141,1.5,0.0,0.371,2024-03-20 18:11:40
2021-05-02 00:00:00+00:00,11.708,6.008,8.075,2021-01-01,16.029335,53.074,42.814,46.535,-0.901,0.0,-0.892,2024-03-20 18:11:40
2021-05-03 00:00:00+00:00,10.609,4.308,7.308,2021-01-01,16.029335,51.096,39.754,45.154,-1.099,-1.7,-0.767,2024-03-20 18:11:40
2021-05-04 00:00:00+00:00,14.159,4.658,10.177,2021-01-01,16.029335,57.486,40.384,50.319,3.55,0.35,2.869,2024-03-20 18:11:40
2021-05-05 00:00:00+00:00,12.458,6.308,8.89,2021-01-01,16.029335,54.424,43.354,48.002,-1.701,1.65,-1.287,2024-03-20 18:11:40
2021-05-06 00:00:00+00:00,10.859,4.258,7.456,2021-01-01,16.029335,51.546,39.664,45.421,-1.599,-2.05,-1.434,2024-03-20 18:11:40
2021-05-07 00:00:00+00:00,8.958,4.208,5.94,2021-01-01,16.029335,48.124,39.574,42.692,-1.901,-0.05,-1.516,2024-03-20 18:11:40
2021-05-08 00:00:00+00:00,13.559,3.408,9.229,2021-01-01,16.029335,56.406,38.134,48.612,4.601,-0.8,3.289,2024-03-20 18:11:40
2021-05-09 00:00:00+00:00,24.358,9.958,17.323,2021-01-01,16.029335,75.844,49.924,63.181,10.799,6.55,8.094,2024-03-20 18:11:40
2021-05-10 00:00:00+00:00,28.059,12.708,19.888,2021-01-01,16.029335,82.506,54.874,67.798,3.701,2.75,2.565,2024-03-20 18:11:40
2021-05-11 00:00:00+00:00,27.159,12.909,19.715,2021-01-01,16.029335,80.886,55.236,67.487,-0.9,0.201,-0.173,2024-03-20 18:11:40
2021-05-12 00:00:00+00:00,15.859,11.958,13.929,2021-01-01,16.029335,60.546,53.524,57.072,-11.3,-0.951,-5.786,2024-03-20 18:11:40
2021-05-13 00:00:00+00:00,13.359,10.509,11.731,2021-01-01,16.029335,56.046,50.916,53.116,-2.5,-1.449,-2.198,2024-03-20 18:11:40
2021-05-14 00:00:00+00:00,12.359,6.758,10.577,2021-01-01,16.029335,54.246,44.164,51.039,-1.0,-3.751,-1.154,2024-03-20 18:11:40
2021-05-15 00:00:00+00:00,17.509,5.758,12.454,2021-01-01,16.029335,63.516,42.364,54.417,5.15,-1.0,1.877,2024-03-20 18:11:40
2021-05-16 00:00:00+00:00,16.309,7.508,12.286,2021-01-01,16.029335,61.356,45.514,54.115,-1.2,1.75,-0.168,2024-03-20 18:11:40
2021-05-17 00:00:00+00:00,17.559,7.708,12.871,2021-01-01,16.029335,63.606,45.874,55.168,1.25,0.2,0.585,2024-03-20 18:11:40
2021-05-18 00:00:00+00:00,14.859,7.859,11.771,2021-01-01,16.029335,58.746,46.146,53.188,-2.7,0.151,-1.1,2024-03-20 18:11:40
2021-05-19 00:00:00+00:00,16.159,6.958,11.802,2021-01-01,16.029335,61.086,44.524,53.244,1.3,-0.901,0.031,2024-03-20 18:11:40
2021-05-20 00:00:00+00:00,16.008,7.808,12.009,2021-01-01,16.029335,60.814,46.054,53.616,-0.151,0.85,0.207,2024-03-20 18:11:40
2021-05-21 00:00:00+00:00,19.309,10.009,14.375,2021-01-01,16.029335,66.756,50.016,57.875,3.301,2.201,2.366,2024-03-20 18:11:40
2021-05-22 00:00:00+00:00,16.809,9.208,12.998,2021-01-01,16.029335,62.256,48.574,55.396,-2.5,-0.801,-1.377,2024-03-20 18:11:40
2021-05-23 00:00:00+00:00,15.659,8.759,11.786,2021-01-01,16.029335,60.186,47.766,53.215,-1.15,-0.449,-1.212,2024-03-20 18:11:40
2021-05-24 00:00:00+00:00,20.358,7.258,15.436,2021-01-01,16.029335,68.644,45.064,59.785,4.699,-1.501,3.65,2024-03-20 18:11:40
2021-05-25 00:00:00+00:00,15.609,9.809,12.638,2021-01-01,16.029335,60.096,49.656,54.748,-4.749,2.551,-2.798,2024-03-20 18:11:40
2021-05-26 00:00:00+00:00,15.259,8.359,11.736,2021-01-01,16.029335,59.466,47.046,53.125,-0.35,-1.45,-0.902,2024-03-20 18:11:40
2021-05-27 00:00:00+00:00,15.259,8.109,11.704,2021-01-01,16.029335,59.466,46.596,53.067,0.0,-0.25,-0.032,2024-03-20 18:11:40
2021-05-28 00:00:00+00:00,15.809,7.758,11.396,2021-01-01,16.029335,60.456,45.964,52.513,0.55,-0.351,-0.308,2024-03-20 18:11:40
2021-05-29 00:00:00+00:00,16.759,7.058,12.365,2021-01-01,16.029335,62.166,44.704,54.257,0.95,-0.7,0.969,2024-03-20 18:11:40
2021-05-30 00:00:00+00:00,18.708,6.609,12.967,2021-01-01,16.029335,65.674,43.896,55.341,1.949,-0.449,0.602,2024-03-20 18:11:40
2021-05-31 00:00:00+00:00,20.309,5.708,14.259,2021-01-01,16.029335,68.556,42.274,57.666,1.601,-0.901,1.292,2024-03-20 18:11:40
2021-06-01 00:00:00+00:00,22.858,8.708,16.49,2021-01-01,16.029335,73.144,47.674,61.682,2.549,3.0,2.231,2024-03-20 18:11:40
2021-06-02 00:00:00+00:00,23.759,10.859,17.756,2021-01-01,16.029335,74.766,51.546,63.961,0.901,2.151,1.266,2024-03-20 18:11:40
2021-06-03 00:00:00+00:00,25.958,13.359,20.383,2021-01-01,16.029335,78.724,56.046,68.689,2.199,2.5,2.627,2024-03-20 18:11:40
2021-06-04 00:00:00+00:00,23.159,15.109,19.304,2021-01-01,16.029335,73.686,59.196,66.747,-2.799,1.75,-1.079,2024-03-20 18:11:40
2021-06-05 00:00:00+00:00,27.259,13.359,21.375,2021-01-01,16.029335,81.066,56.046,70.475,4.1,-1.75,2.071,2024-03-20 18:11:40
2021-06-06 00:00:00+00:00,27.309,15.059,21.765,2021-01-01,16.029335,81.156,59.106,71.177,0.05,1.7,0.39,2024-03-20 18:11:40
2021-06-07 00:00:00+00:00,26.358,13.409,20.779,2021-01-01,16.029335,79.444,56.136,69.402,-0.951,-1.65,-0.986,2024-03-20 18:11:40
2021-06-08 00:00:00+00:00,25.909,14.409,20.963,2021-01-01,16.029335,78.636,57.936,69.733,-0.449,1.0,0.184,2024-03-20 18:11:40
2021-06-09 00:00:00+00:00,26.259,12.009,20.802,2021-01-01,16.029335,79.266,53.616,69.444,0.35,-2.4,-0.161,2024-03-20 18:11:40
2021-06-10 00:00:00+00:00,27.458,16.059,22.273,2021-01-01,16.029335,81.424,60.906,72.091,1.199,4.05,1.471,2024-03-20 18:11:40
2021-06-11 00:00:00+00:00,26.809,16.208,21.977,2021-01-01,16.029335,80.256,61.174,71.559,-0.649,0.149,-0.296,2024-03-20 18:11:40
2021-06-12 00:00:00+00:00,20.358,14.509,18.306,2021-01-01,16.029335,68.644,58.116,64.951,-6.451,-1.699,-3.671,2024-03-20 18:11:40
2021-06-13 00:00:00+00:00,19.009,11.309,15.309,2021-01-01,16.029335,66.216,52.356,59.556,-1.349,-3.2,-2.997,2024-03-20 18:11:40
2021-06-14 00:00:00+00:00,25.759,9.559,19.329,2021-01-01,16.029335,78.366,49.206,66.792,6.75,-1.75,4.02,2024-03-20 18:11:40
2021-06-15 00:00:00+00:00,24.559,15.458,19.821,2021-01-01,16.029335,76.206,59.824,67.678,-1.2,5.899,0.492,2024-03-20 18:11:40
2021-06-16 00:00:00+00:00,27.208,12.259,20.919,2021-01-01,16.029335,80.974,54.066,69.654,2.649,-3.199,1.098,2024-03-20 18:11:40
2021-06-17 00:00:00+00:00,32.658,18.509,26.646,2021-01-01,16.029335,90.784,65.316,79.963,5.45,6.25,5.727,2024-03-20 18:11:40
2021-06-18 00:00:00+00:00,33.458,20.059,27.883,2021-01-01,16.029335,92.224,68.106,82.189,0.8,1.55,1.237,2024-03-20 18:11:40
2021-06-19 00:00:00+00:00,34.558,21.108,28.1,2021-01-01,16.029335,94.204,69.994,82.58,1.1,1.049,0.217,2024-03-20 18:11:40
2021-06-20 00:00:00+00:00,33.008,21.009,27.631,2021-01-01,16.029335,91.414,69.816,81.736,-1.55,-0.099,-0.469,2024-03-20 18:11:40
2021-06-21 00:00:00+00:00,30.858,20.559,25.55,2021-01-01,16.029335,87.544,69.006,77.99,-2.15,-0.45,-2.081,2024-03-20 18:11:40
2021-06-22 00:00:00+00:00,21.159,17.358,19.39,2021-01-01,16.029335,70.086,63.244,66.902,-9.699,-3.201,-6.16,2024-03-20 18:11:40
2021-06-23 00:00:00+00:00,20.659,13.609,17.373,2021-01-01,16.029335,69.186,56.496,63.271,-0.5,-3.749,-2.017,2024-03-20 18:11:40
2021-06-24 00:00:00+00:00,20.458,13.759,17.261,2021-01-01,16.029335,68.824,56.766,63.07,-0.201,0.15,-0.112,2024-03-20 18:11:40
2021-06-25 00:00:00+00:00,22.909,13.909,19.248,2021-01-01,16.029335,73.236,57.036,66.646,2.451,0.15,1.987,2024-03-20 18:11:40
2021-06-26 00:00:00+00:00,25.559,14.109,19.813,2021-01-01,16.029335,78.006,57.396,67.663,2.65,0.2,0.565,2024-03-20 18:11:40
2021-06-27 00:00:00+00:00,25.909,13.009,20.706,2021-01-01,16.029335,78.636,55.416,69.271,0.35,-1.1,0.893,2024-03-20 18:11:40
2021-06-28 00:00:00+00:00,29.858,16.509,24.256,2021-01-01,16.029335,85.744,61.716,75.661,3.949,3.5,3.55,2024-03-20 18:11:40
2021-06-29 00:00:00+00:00,29.159,19.409,23.792,2021-01-01,16.029335,84.486,66.936,74.826,-0.699,2.9,-0.464,2024-03-20 18:11:40
2021-06-30 00:00:00+00:00,19.659,16.809,18.206,2021-01-01,16.029335,67.386,62.256,64.771,-9.5,-2.6,-5.586,2024-03-20 18:11:40
2021-07-01 00:00:00+00:00,17.608,14.609,16.036,2021-01-01,16.029335,63.694,58.296,60.865,-2.051,-2.2,-2.17,2024-03-20 18:11:40
2021-07-02 00:00:00+00:00,22.458,15.759,18.971,2021-01-01,16.029335,72.424,60.366,66.148,4.85,1.15,2.935,2024-03-20 18:11:40
2021-07-03 00:00:00+00:00,23.059,15.009,18.892,2021-01-01,16.029335,73.506,59.016,66.006,0.601,-0.75,-0.079,2024-03-20 18:11:40
2021-07-04 00:00:00+00:00,24.509,14.958,20.44,2021-01-01,16.029335,76.116,58.924,68.792,1.45,-0.051,1.548,2024-03-20 18:11:40
2021-07-05 00:00:00+00:00,22.858,17.108,19.858,2021-01-01,16.029335,73.144,62.794,67.744,-1.651,2.15,-0.582,2024-03-20 18:11:40
2021-07-06 00:00:00+00:00,28.608,15.609,21.95,2021-01-01,16.029335,83.494,60.096,71.51,5.75,-1.499,2.092,2024-03-20 18:11:40
2021-07-07 00:00:00+00:00,21.809,16.559,18.921,2021-01-01,16.029335,71.256,61.806,66.058,-6.799,0.95,-3.029,2024-03-20 18:11:40
2021-07-08 00:00:00+00:00,21.909,15.708,19.036,2021-01-01,16.029335,71.436,60.274,66.265,0.1,-0.851,0.115,2024-03-20 18:11:40
2021-07-09 00:00:00+00:00,20.358,16.008,18.165,2021-01-01,16.029335,68.644,60.814,64.697,-1.551,0.3,-0.871,2024-03-20 18:11:40
2021-07-10 00:00:00+00:00,23.409,14.909,18.786,2021-01-01,16.029335,74.136,58.836,65.815,3.051,-1.099,0.621,2024-03-20 18:11:40
2021-07-11 00:00:00+00:00,26.009,15.909,21.581,2021-01-01,16.029335,78.816,60.636,70.846,2.6,1.0,2.795,2024-03-20 18:11:40
2021-07-12 00:00:00+00:00,25.208,17.309,20.423,2021-01-01,16.029335,77.374,63.156,68.761,-0.801,1.4,-1.158,2024-03-20 18:11:40
2021-07-13 00:00:00+00:00,28.259,17.358,23.352,2021-01-01,16.029335,82.866,63.244,74.034,3.051,0.049,2.929,2024-03-20 18:11:40
2021-07-14 00:00:00+00:00,26.659,18.159,21.881,2021-01-01,16.029335,79.986,64.686,71.386,-1.6,0.801,-1.471,2024-03-20 18:11:40
2021-07-15 00:00:00+00:00,25.159,15.958,21.104,2021-01-01,16.029335,77.286,60.724,69.987,-1.5,-2.201,-0.777,2024-03-20 18:11:40
2021-07-16 00:00:00+00:00,28.059,17.259,23.3,2021-01-01,16.029335,82.506,63.066,73.94,2.9,1.301,2.196,2024-03-20 18:11:40
2021-07-17 00:00:00+00:00,26.458,18.059,22.633,2021-01-01,16.029335,79.624,64.506,72.739,-1.601,0.8,-0.667,2024-03-20 18:11:40
2021-07-18 00:00:00+00:00,25.608,16.608,21.323,2021-01-01,16.029335,78.094,61.894,70.381,-0.85,-1.451,-1.31,2024-03-20 18:11:40
2021-07-19 00:00:00+00:00,19.659,13.509,17.036,2021-01-01,16.029335,67.386,56.316,62.665,-5.949,-3.099,-4.287,2024-03-20 18:11:40
2021-07-20 00:00:00+00:00,20.159,13.059,17.271,2021-01-01,16.029335,68.286,55.506,63.088,0.5,-0.45,0.235,2024-03-20 18:11:40
2021-07-21 00:00:00+00:00,21.409,14.609,18.471,2021-01-01,16.029335,70.536,58.296,65.248,1.25,1.55,1.2,2024-03-20 18:11:40
2021-07-22 00:00:00+00:00,21.909,16.659,19.267,2021-01-01,16.029335,71.436,61.986,66.681,0.5,2.05,0.796,2024-03-20 18:11:40
2021-07-23 00:00:00+00:00,23.958,14.458,19.048,2021-01-01,16.029335,75.124,58.024,66.286,2.049,-2.201,-0.219,2024-03-20 18:11:40
2021-07-24 00:00:00+00:00,28.009,14.958,22.871,2021-01-01,16.029335,82.416,58.924,73.168,4.051,0.5,3.823,2024-03-20 18:11:40
2021-07-25 00:00:00+00:00,28.659,20.309,23.994,2021-01-01,16.029335,83.586,68.556,75.189,0.65,5.351,1.123,2024-03-20 18:11:40
2021-07-26 00:00:00+00:00,28.608,19.159,23.806,2021-01-01,16.029335,83.494,66.486,74.851,-0.051,-1.15,-0.188,2024-03-20 18:11:40
2021-07-27 00:00:00+00:00,26.309,19.059,22.698,2021-01-01,16.029335,79.356,66.306,72.856,-2.299,-0.1,-1.108,2024-03-20 18:11:40
2021-07-28 00:00:00+00:00,24.059,17.059,20.831,2021-01-01,16.029335,75.306,62.706,69.496,-2.25,-2.0,-1.867,2024-03-20 18:11:40
2021-07-29 00:00:00+00:00,23.909,16.309,20.454,2021-01-01,16.029335,75.036,61.356,68.817,-0.15,-0.75,-0.377,2024-03-20 18:11:40
2021-07-30 00:00:00+00:00,25.708,13.859,20.419,2021-01-01,16.029335,78.274,56.946,68.754,1.799,-2.45,-0.035,2024-03-20 18:11:40
2021-07-31 00:00:00+00:00,24.159,17.208,20.642,2021-01-01,16.029335,75.486,62.974,69.156,-1.549,3.349,0.223,2024-03-20 18:11:40
2021-08-01 00:00:00+00:00,21.659,14.859,18.254,2021-01-01,16.029335,70.986,58.746,64.857,-2.5,-2.349,-2.388,2024-03-20 18:11:40
2021-08-02 00:00:00+00:00,21.708,14.409,17.586,2021-01-01,16.029335,71.074,57.936,63.655,0.049,-0.45,-0.668,2024-03-20 18:11:40
2021-08-03 00:00:00+00:00,20.909,12.708,17.575,2021-01-01,16.029335,69.636,54.874,63.635,-0.799,-1.701,-0.011,2024-03-20 18:11:40
2021-08-04 00:00:00+00:00,21.559,14.809,17.902,2021-01-01,16.029335,70.806,58.656,64.224,0.65,2.101,0.327,2024-03-20 18:11:40
2021-08-05 00:00:00+00:00,22.809,13.809,18.102,2021-01-01,16.029335,73.056,56.856,64.584,1.25,-1.0,0.2,2024-03-20 18:11:40
2021-08-06 00:00:00+00:00,23.809,15.509,18.834,2021-01-01,16.029335,74.856,59.916,65.901,1.0,1.7,0.732,2024-03-20 18:11:40
2021-08-07 00:00:00+00:00,23.358,15.208,19.631,2021-01-01,16.029335,74.044,59.374,67.336,-0.451,-0.301,0.797,2024-03-20 18:11:40
2021-08-08 00:00:00+00:00,22.809,15.809,19.034,2021-01-01,16.029335,73.056,60.456,66.261,-0.549,0.601,-0.597,2024-03-20 18:11:40
2021-08-09 00:00:00+00:00,23.159,13.409,18.352,2021-01-01,16.029335,73.686,56.136,65.034,0.35,-2.4,-0.682,2024-03-20 18:11:40
2021-08-10 00:00:00+00:00,21.958,13.509,18.048,2021-01-01,16.029335,71.524,56.316,64.486,-1.201,0.1,-0.304,2024-03-20 18:11:40
2021-08-11 00:00:00+00:00,21.759,14.109,17.669,2021-01-01,16.029335,71.166,57.396,63.804,-0.199,0.6,-0.379,2024-03-20 18:11:40
2021-08-12 00:00:00+00:00,26.509,12.809,20.542,2021-01-01,16.029335,79.716,55.056,68.976,4.75,-1.3,2.873,2024-03-20 18:11:40
2021-08-13 00:00:00+00:00,28.659,16.409,22.838,2021-01-01,16.029335,83.586,61.536,73.108,2.15,3.6,2.296,2024-03-20 18:11:40
2021-08-14 00:00:00+00:00,26.509,15.208,21.184,2021-01-01,16.029335,79.716,59.374,70.131,-2.15,-1.201,-1.654,2024-03-20 18:11:40
2021-08-15 00:00:00+00:00,25.409,14.159,20.529,2021-01-01,16.029335,77.736,57.486,68.952,-1.1,-1.049,-0.655,2024-03-20 18:11:40
2021-08-16 00:00:00+00:00,23.809,13.458,18.619,2021-01-01,16.029335,74.856,56.224,65.514,-1.6,-0.701,-1.91,2024-03-20 18:11:40
2021-08-17 00:00:00+00:00,18.208,12.859,15.579,2021-01-01,16.029335,64.774,55.146,60.042,-5.601,-0.599,-3.04,2024-03-20 18:11:40
2021-08-18 00:00:00+00:00,19.159,13.309,16.825,2021-01-01,16.029335,66.486,55.956,62.285,0.951,0.45,1.246,2024-03-20 18:11:40
2021-08-19 00:00:00+00:00,20.708,15.609,17.979,2021-01-01,16.029335,69.274,60.096,64.362,1.549,2.3,1.154,2024-03-20 18:11:40
2021-08-20 00:00:00+00:00,20.559,15.609,17.509,2021-01-01,16.029335,69.006,60.096,63.516,-0.149,0.0,-0.47,2024-03-20 18:11:40
2021-08-21 00:00:00+00:00,21.858,12.309,17.69,2021-01-01,16.029335,71.344,54.156,63.842,1.299,-3.3,0.181,2024-03-20 18:11:40
2021-08-22 00:00:00+00:00,22.259,15.458,18.009,2021-01-01,16.029335,72.066,59.824,64.416,0.401,3.149,0.319,2024-03-20 18:11:40
2021-08-23 00:00:00+00:00,20.708,14.059,17.154,2021-01-01,16.029335,69.274,57.306,62.877,-1.551,-1.399,-0.855,2024-03-20 18:11:40
2021-08-24 00:00:00+00:00,20.608,10.809,16.065,2021-01-01,16.029335,69.094,51.456,60.917,-0.1,-3.25,-1.089,2024-03-20 18:11:40
2021-08-25 00:00:00+00:00,22.309,8.159,15.279,2021-01-01,16.029335,72.156,46.686,59.502,1.701,-2.65,-0.786,2024-03-20 18:11:40
2021-08-26 00:00:00+00:00,16.659,12.309,14.221,2021-01-01,16.029335,61.986,54.156,57.598,-5.65,4.15,-1.058,2024-03-20 18:11:40
2021-08-27 00:00:00+00:00,16.159,11.759,13.423,2021-01-01,16.029335,61.086,53.166,56.161,-0.5,-0.55,-0.798,2024-03-20 18:11:40
2021-08-28 00:00:00+00:00,18.759,11.458,15.169,2021-01-01,16.029335,65.766,52.624,59.304,2.6,-0.301,1.746,2024-03-20 18:11:40
2021-08-29 00:00:00+00:00,19.059,13.659,15.342,2021-01-01,16.029335,66.306,56.586,59.616,0.3,2.201,0.173,2024-03-20 18:11:40
2021-08-30 00:00:00+00:00,17.108,12.708,15.021,2021-01-01,16.029335,62.794,54.874,59.038,-1.951,-0.951,-0.321,2024-03-20 18:11:40
2021-08-31 00:00:00+00:00,19.759,11.659,15.784,2021-01-01,16.029335,67.566,52.986,60.411,2.651,-1.049,0.763,2024-03-20 18:11:40
2021-09-01 00:00:00+00:00,21.309,12.208,16.59,2021-01-01,16.029335,70.356,53.974,61.862,1.55,0.549,0.806,2024-03-20 18:11:40
2021-09-02 00:00:00+00:00,20.909,11.609,16.061,2021-01-01,16.029335,69.636,52.896,60.91,-0.4,-0.599,-0.529,2024-03-20 18:11:40
2021-09-03 00:00:00+00:00,22.659,10.859,16.206,2021-01-01,16.029335,72.786,51.546,61.171,1.75,-0.75,0.145,2024-03-20 18:11:40
2021-09-04 00:00:00+00:00,18.358,9.958,14.525,2021-01-01,16.029335,65.044,49.924,58.145,-4.301,-0.901,-1.681,2024-03-20 18:11:40
2021-09-05 00:00:00+00:00,21.559,12.309,16.796,2021-01-01,16.029335,70.806,54.156,62.233,3.201,2.351,2.271,2024-03-20 18:11:40
2021-09-06 00:00:00+00:00,22.009,12.659,16.904,2021-01-01,16.029335,71.616,54.786,62.427,0.45,0.35,0.108,2024-03-20 18:11:40
2021-09-07 00:00:00+00:00,21.409,13.409,17.315,2021-01-01,16.029335,70.536,56.136,63.167,-0.6,0.75,0.411,2024-03-20 18:11:40
